image_path,image_R,image_G,image_B,image_S1,image_S2,image_S3,image_S4,image_S5,image_S6,image_S7,label,case
D:\Github\RGB-S\data\simulation_binary_1//images//01562,D:\Github\RGB-S\data\simulation_binary_1//images//01562_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01562_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01562_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01562_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01562_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01562_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01562_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01562_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01562_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01562_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01563,D:\Github\RGB-S\data\simulation_binary_1//images//01563_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01563_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01563_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01563_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01563_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01563_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01563_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01563_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01563_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01563_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01564,D:\Github\RGB-S\data\simulation_binary_1//images//01564_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01564_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01564_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01564_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01564_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01564_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01564_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01564_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01564_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01564_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01565,D:\Github\RGB-S\data\simulation_binary_1//images//01565_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01565_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01565_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01565_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01565_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01565_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01565_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01565_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01565_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01565_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01566,D:\Github\RGB-S\data\simulation_binary_1//images//01566_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01566_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01566_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01566_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01566_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01566_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01566_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01566_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01566_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01566_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01567,D:\Github\RGB-S\data\simulation_binary_1//images//01567_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01567_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01567_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01567_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01567_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01567_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01567_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01567_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01567_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01567_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01568,D:\Github\RGB-S\data\simulation_binary_1//images//01568_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01568_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01568_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01568_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01568_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01568_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01568_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01568_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01568_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01568_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01569,D:\Github\RGB-S\data\simulation_binary_1//images//01569_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01569_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01569_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01569_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01569_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01569_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01569_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01569_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01569_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01569_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01570,D:\Github\RGB-S\data\simulation_binary_1//images//01570_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01570_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01570_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01570_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01570_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01570_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01570_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01570_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01570_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01570_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01571,D:\Github\RGB-S\data\simulation_binary_1//images//01571_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01571_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01571_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01571_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01571_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01571_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01571_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01571_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01571_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01571_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01572,D:\Github\RGB-S\data\simulation_binary_1//images//01572_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01572_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01572_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01572_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01572_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01572_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01572_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01572_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01572_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01572_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01573,D:\Github\RGB-S\data\simulation_binary_1//images//01573_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01573_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01573_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01573_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01573_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01573_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01573_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01573_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01573_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01573_07.png,1,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01574,D:\Github\RGB-S\data\simulation_binary_1//images//01574_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01574_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01574_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01574_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01574_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01574_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01574_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01574_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01574_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01574_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01575,D:\Github\RGB-S\data\simulation_binary_1//images//01575_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01575_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01575_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01575_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01575_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01575_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01575_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01575_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01575_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01575_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01576,D:\Github\RGB-S\data\simulation_binary_1//images//01576_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01576_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01576_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01576_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01576_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01576_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01576_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01576_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01576_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01576_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01577,D:\Github\RGB-S\data\simulation_binary_1//images//01577_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01577_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01577_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01577_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01577_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01577_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01577_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01577_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01577_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01577_07.png,1,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01578,D:\Github\RGB-S\data\simulation_binary_1//images//01578_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01578_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01578_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01578_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01578_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01578_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01578_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01578_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01578_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01578_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01579,D:\Github\RGB-S\data\simulation_binary_1//images//01579_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01579_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01579_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01579_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01579_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01579_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01579_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01579_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01579_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01579_07.png,1,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01580,D:\Github\RGB-S\data\simulation_binary_1//images//01580_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01580_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01580_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01580_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01580_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01580_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01580_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01580_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01580_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01580_07.png,1,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01581,D:\Github\RGB-S\data\simulation_binary_1//images//01581_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01581_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01581_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01581_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01581_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01581_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01581_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01581_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01581_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01581_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01582,D:\Github\RGB-S\data\simulation_binary_1//images//01582_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01582_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01582_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01582_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01582_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01582_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01582_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01582_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01582_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01582_07.png,1,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01583,D:\Github\RGB-S\data\simulation_binary_1//images//01583_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01583_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01583_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01583_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01583_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01583_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01583_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01583_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01583_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01583_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01584,D:\Github\RGB-S\data\simulation_binary_1//images//01584_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01584_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01584_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01584_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01584_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01584_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01584_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01584_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01584_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01584_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01585,D:\Github\RGB-S\data\simulation_binary_1//images//01585_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01585_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01585_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01585_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01585_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01585_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01585_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01585_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01585_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01585_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01586,D:\Github\RGB-S\data\simulation_binary_1//images//01586_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01586_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01586_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01586_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01586_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01586_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01586_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01586_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01586_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01586_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01587,D:\Github\RGB-S\data\simulation_binary_1//images//01587_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01587_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01587_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01587_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01587_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01587_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01587_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01587_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01587_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01587_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01588,D:\Github\RGB-S\data\simulation_binary_1//images//01588_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01588_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01588_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01588_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01588_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01588_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01588_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01588_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01588_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01588_07.png,1,Test
